LINK-DIR,DATE-TIME,EPOCH-5MIN,LENGTH,FREEFLOW,MEAN,STDDEV,MIN,MAX,CONFIDENCE
775719629F,2013-01-07 09:00,108,294,46.4,55,0,55,55,10
775719629F,2013-01-07 09:30,114,294,46.4,28,0,28,28,10
775719629F,2013-01-07 09:55,119,294,46.4,63,11.3,55,71,20
775719629F,2013-01-07 10:15,123,294,46.4,53,5.7,49,57,30
775719629F,2013-01-07 10:40,128,294,46.4,51,7.9,45,60,30
775719629F,2013-01-14 08:25,101,294,46.4,60,1.4,59,61,30
775719629F,2013-01-14 08:30,102,294,46.4,41,21.2,26,56,20
775719629F,2013-01-14 08:55,107,294,46.4,59,0,59,59,10
775719629F,2013-01-14 09:00,108,294,46.4,62.5,0.7,62,63,30
775719629F,2013-01-14 09:05,109,294,46.4,56.5,3.5,54,59,30
775719629F,2013-01-14 09:10,110,294,46.4,58,0,58,58,10
775719629F,2013-01-14 09:25,113,294,46.4,38,3,35,41,30
775719629F,2013-01-14 09:35,115,294,46.4,45,0,45,45,10
775719629F,2013-01-14 09:45,117,294,46.4,8,0,8,8,10
775719629F,2013-01-14 09:55,119,294,46.4,53.5,7.8,48,59,30
775719629F,2013-01-14 10:05,121,294,46.4,43,0,43,43,10
775719629F,2013-01-14 10:10,122,294,46.4,45,0,45,45,10
775719629F,2013-01-14 10:15,123,294,46.4,32,14.1,22,42,20
775719629F,2013-01-14 10:25,125,294,46.4,28.3,20,9,49,20
775719629F,2013-01-14 10:40,128,294,46.4,65,0,65,65,10
775719629F,2013-01-14 10:50,130,294,46.4,39,0,39,39,10
775719629F,2013-01-21 08:10,98,294,46.4,70,0,70,70,10
775719629F,2013-01-21 08:35,103,294,46.4,12,0,12,12,10
775719629F,2013-01-21 09:15,111,294,46.4,30,0,30,30,10
775719629F,2013-01-21 10:05,121,294,46.4,51.5,18.9,28,74,20
775719629F,2013-01-21 10:10,122,294,46.4,47.2,14.3,30,59,30
775719629F,2013-01-21 10:15,123,294,46.4,62,7.1,57,67,30
775719629F,2013-01-21 10:20,124,294,46.4,42,0,42,42,10
775719629F,2013-01-21 11:00,132,294,46.4,50,0,50,50,10
775719629F,2013-01-28 08:05,97,294,46.4,67.8,14.5,46,75,30
775719629F,2013-01-28 08:20,100,294,46.4,75,0,75,75,10
775719629F,2013-01-28 08:45,105,294,46.4,48,0,48,48,10
775719629F,2013-01-28 08:50,106,294,46.4,54,0,54,54,10
775719629F,2013-01-28 09:20,112,294,46.4,50,0,50,50,10
775719629F,2013-01-28 09:25,113,294,46.4,71,1.4,70,72,30
775719629F,2013-01-28 09:50,118,294,46.4,71,0,71,71,10
775719629F,2013-01-28 09:55,119,294,46.4,49,0,49,49,10
775719629F,2013-01-28 10:10,122,294,46.4,62.7,8.1,57,72,30
775719629F,2013-02-04 10:40,128,294,46.4,61,7.1,56,66,30
775719629F,2013-02-04 10:45,129,294,46.4,57,0,57,57,10
775719629F,2013-02-04 10:55,131,294,46.4,27.3,24.7,1,50,20
775719629F,2013-02-11 08:10,98,294,46.4,43,4.2,40,46,30
775719629F,2013-02-11 08:20,100,294,46.4,36,0,36,36,10
775719629F,2013-02-11 08:40,104,294,46.4,28,17,16,40,20
775719629F,2013-02-11 09:10,110,294,46.4,43,2.8,41,45,30
775719629F,2013-02-11 09:20,112,294,46.4,28,9.9,21,35,30
775719629F,2013-02-11 09:30,114,294,46.4,44,15.6,33,55,20
775719629F,2013-02-11 09:55,119,294,46.4,51,0,51,51,10
775719629F,2013-02-11 10:30,126,294,46.4,65,0,65,65,10
775719629F,2013-02-11 10:45,129,294,46.4,69,0,69,69,10
775719629F,2013-02-18 10:10,122,294,46.4,35,25.5,17,53,20
775719629F,2013-02-18 10:25,125,294,46.4,44,6.9,40,52,30
775719629F,2013-02-18 10:55,131,294,46.4,79,0,79,79,10
775719629F,2013-02-25 08:30,102,294,46.4,37.5,23.3,21,54,20
775719629F,2013-02-25 08:35,103,294,46.4,27,0,27,27,10
775719629F,2013-02-25 08:45,105,294,46.4,34,0,34,34,10
775719629F,2013-02-25 09:05,109,294,46.4,47,0,47,47,10
775719629F,2013-02-25 09:25,113,294,46.4,25,0,25,25,10
775719629F,2013-02-25 09:30,114,294,46.4,37,20.4,14,53,20
775719629F,2013-02-25 09:35,115,294,46.4,40.3,7.6,35,49,30
775719629F,2013-02-25 09:50,118,294,46.4,78.5,2.1,77,80,30
775719629F,2013-02-25 10:15,123,294,46.4,64.3,5,59,69,30
775719629F,2013-02-25 10:20,124,294,46.4,39.3,29.1,6,60,20
775719629F,2013-02-25 10:40,128,294,46.4,66.5,3.5,64,69,30
775719629F,2013-02-25 10:50,130,294,46.4,53,0,53,53,10
775719629F,2013-02-25 11:00,132,294,46.4,47.8,29,11,72,20
775719629F,2013-03-11 08:35,103,294,46.4,50,2.8,48,52,30
775719629F,2013-03-11 08:50,106,294,46.4,52.2,3.3,49,56,30
775719629F,2013-03-11 09:55,119,294,46.4,50,0,50,50,10
775719629F,2013-03-11 10:10,122,294,46.4,8,0,8,8,10
775719629F,2013-03-11 10:50,130,294,46.4,20,1.4,19,21,30
775719629F,2013-03-11 11:00,132,294,46.4,39,0,39,39,10
775719629F,2013-03-18 08:05,97,294,46.4,51,0,51,51,10
775719629F,2013-03-18 08:10,98,294,46.4,52.5,2.1,51,54,30
775719629F,2013-03-18 08:20,100,294,46.4,56,0,56,56,10
775719629F,2013-03-18 08:45,105,294,46.4,57,0,57,57,30
775719629F,2013-03-18 09:15,111,294,46.4,42.5,14.8,32,53,20
775719629F,2013-03-18 09:25,113,294,46.4,58.5,19.1,45,72,20
775719629F,2013-03-18 10:05,121,294,46.4,61,0,61,61,10
775719629F,2013-03-25 08:05,97,294,46.4,36,5.7,32,40,30
775719629F,2013-03-25 08:10,98,294,46.4,47.8,13.1,32,62,30
775719629F,2013-03-25 08:15,99,294,46.4,41.2,11.6,30,54,30
775719629F,2013-03-25 08:45,105,294,46.4,57,0,57,57,10
775719629F,2013-03-25 08:50,106,294,46.4,66.5,3.5,64,69,30
775719629F,2013-03-25 08:55,107,294,46.4,34,0,34,34,10
775719629F,2013-03-25 09:05,109,294,46.4,65,2.8,63,67,30
775719629F,2013-03-25 09:10,110,294,46.4,51,0,51,51,10
775719629F,2013-03-25 09:20,112,294,46.4,43,0,43,43,10
775719629F,2013-03-25 09:30,114,294,46.4,74,0,74,74,10
775719629F,2013-03-25 10:00,120,294,46.4,37,0,37,37,10
775719629F,2013-03-25 10:15,123,294,46.4,51.5,2.1,50,53,30
775719629F,2013-03-25 10:45,129,294,46.4,36,0,36,36,10
775719629F,2013-03-25 11:00,132,294,46.4,42,25.5,24,60,20
775719629F,2013-04-01 08:15,99,294,46.4,59.5,12,51,68,20
775719629F,2013-04-01 08:45,105,294,46.4,65,0,65,65,10
775719629F,2013-04-01 08:50,106,294,46.4,79,0,79,79,10
775719629F,2013-04-01 09:00,108,294,46.4,40,0,40,40,10
775719629F,2013-04-01 09:05,109,294,46.4,46,8.5,40,52,30
775719629F,2013-04-01 09:20,112,294,46.4,50.5,23.3,34,67,20
775719629F,2013-04-01 10:05,121,294,46.4,50.2,8.6,40,63,40
775719629F,2013-04-01 10:20,124,294,46.4,51,0,51,51,10
775719629F,2013-04-01 10:30,126,294,46.4,27,14.1,17,37,20
775719629F,2013-04-08 08:10,98,294,46.4,45,8.5,39,51,30
775719629F,2013-04-08 08:40,104,294,46.4,53,0,53,53,10
775719629F,2013-04-08 08:50,106,294,46.4,58,0,58,58,10
775719629F,2013-04-08 09:00,108,294,46.4,54,0,54,54,10
775719629F,2013-04-08 09:20,112,294,46.4,54,0,54,54,10
775719629F,2013-04-08 09:35,115,294,46.4,38,0,38,38,10
775719629F,2013-04-08 09:45,117,294,46.4,45,0,45,45,10
775719629F,2013-04-08 10:10,122,294,46.4,53,0,53,53,10
775719629F,2013-04-08 10:15,123,294,46.4,66.7,14.4,57,95,30
775719629F,2013-04-08 11:00,132,294,46.4,44.5,4.9,41,48,30
775719629F,2013-04-15 08:00,96,294,46.4,60,0,60,60,10
775719629F,2013-04-15 08:25,101,294,46.4,37,0,37,37,10
775719629F,2013-04-15 08:40,104,294,46.4,59,0,59,59,10
775719629F,2013-04-15 08:50,106,294,46.4,42,1.4,41,43,30
775719629F,2013-04-15 09:15,111,294,46.4,51,0,51,51,10
775719629F,2013-04-15 09:20,112,294,46.4,56.3,12.2,43,67,30
775719629F,2013-04-15 09:45,117,294,46.4,46,0,46,46,10
775719629F,2013-04-15 10:00,120,294,46.4,17,0,17,17,10
775719629F,2013-04-15 10:05,121,294,46.4,64.5,19.1,51,78,20
775719629F,2013-04-15 10:25,125,294,46.4,27,0,27,27,10
775719629F,2013-04-22 08:10,98,294,46.4,57.5,12,49,66,20
775719629F,2013-04-22 08:15,99,294,46.4,48,0,48,48,10
775719629F,2013-04-22 09:05,109,294,46.4,66,8.4,55,75,30
775719629F,2013-04-22 09:15,111,294,46.4,57.5,20.5,43,72,20
775719629F,2013-04-22 09:30,114,294,46.4,53,0,53,53,10
775719629F,2013-04-22 09:45,117,294,46.4,47,0,47,47,10
775719629F,2013-04-22 09:55,119,294,46.4,63,19.8,49,77,20
775719629F,2013-04-22 10:35,127,294,46.4,40,0,40,40,10
775719629F,2013-04-22 10:40,128,294,46.4,64,0,64,64,10
775719629F,2013-04-22 11:00,132,294,46.4,45,0,45,45,10
775719629F,2013-04-29 08:15,99,294,46.4,52,0,52,52,10
775719629F,2013-04-29 09:10,110,294,46.4,46,0,46,46,10
775719629F,2013-04-29 09:50,118,294,46.4,57,0,57,57,10
775719629F,2013-04-29 10:15,123,294,46.4,58,0,58,58,10
775719629F,2013-04-29 10:20,124,294,46.4,59.5,0.7,59,60,30
775719629F,2013-04-29 10:40,128,294,46.4,33.5,9.2,27,40,30
775719629F,2013-04-29 10:45,129,294,46.4,46,0,46,46,10
775719629F,2013-05-06 08:30,102,294,46.4,56,0,56,56,10
775719629F,2013-05-06 08:40,104,294,46.4,64,0,64,64,10
775719629F,2013-05-06 09:00,108,294,46.4,29,0,29,29,10
775719629F,2013-05-06 09:05,109,294,46.4,56,0,56,56,10
775719629F,2013-05-06 09:10,110,294,46.4,40,0,40,40,10
775719629F,2013-05-06 09:15,111,294,46.4,57.5,9.2,51,64,30
775719629F,2013-05-06 09:40,116,294,46.4,50,0,50,50,10
775719629F,2013-05-06 09:55,119,294,46.4,48,0,48,48,10
775719629F,2013-05-06 10:05,121,294,46.4,53,9.9,46,60,30
775719629F,2013-05-06 10:15,123,294,46.4,24.5,21.9,9,40,20
775719629F,2013-05-06 10:20,124,294,46.4,59,0,59,59,10
775719629F,2013-05-06 11:00,132,294,46.4,62.5,9.8,51,74,30
775719629F,2013-05-13 09:05,109,294,46.4,47,0,47,47,10
775719629F,2013-05-13 09:40,116,294,46.4,50,8.5,44,56,30
775719629F,2013-05-13 09:50,118,294,46.4,41.5,16.3,30,53,20
775719629F,2013-05-13 10:00,120,294,46.4,58,0,58,58,10
775719629F,2013-05-13 10:20,124,294,46.4,45,0,45,45,10
775719629F,2013-05-13 10:30,126,294,46.4,57,0,57,57,10
775719629F,2013-05-20 08:20,100,294,46.4,5,3.4,1,9,30
775719629F,2013-05-20 08:35,103,294,46.4,32,7.1,27,37,30
775719629F,2013-05-20 09:00,108,294,46.4,53,0,53,53,10
775719629F,2013-05-20 09:15,111,294,46.4,76,0,76,76,10
775719629F,2013-05-20 09:25,113,294,46.4,27,0,27,27,10
775719629F,2013-05-20 09:30,114,294,46.4,44,0,44,44,10
775719629F,2013-05-20 09:40,116,294,46.4,55,1.4,54,56,30
775719629F,2013-05-20 09:55,119,294,46.4,17,0,17,17,10
775719629F,2013-05-20 10:10,122,294,46.4,38.7,16.2,20,49,20
775719629F,2013-05-20 10:50,130,294,46.4,55,0,55,55,10
775719629F,2013-05-27 08:55,107,294,46.4,60,0,60,60,10
775719629F,2013-05-27 10:10,122,294,46.4,54,0,54,54,10
775719629F,2013-05-27 10:20,124,294,46.4,45.2,20.8,19,73,30
775719629F,2013-06-03 08:15,99,294,46.4,63,0,63,63,10
775719629F,2013-06-03 08:20,100,294,46.4,34,9.4,24,46,30
775719629F,2013-06-03 08:35,103,294,46.4,49,0,49,49,10
775719629F,2013-06-03 09:05,109,294,46.4,55,0,55,55,10
775719629F,2013-06-03 09:10,110,294,46.4,50.5,13.4,41,60,20
775719629F,2013-06-03 09:20,112,294,46.4,46.7,2.1,45,49,30
775719629F,2013-06-03 09:30,114,294,46.4,49,0,49,49,10
775719629F,2013-06-03 09:50,118,294,46.4,38,5.2,32,41,30
775719629F,2013-06-03 10:05,121,294,46.4,44.2,35.8,9,78,20
775719629F,2013-06-03 10:15,123,294,46.4,51.5,0.7,51,52,30
775719629F,2013-06-03 10:20,124,294,46.4,25,0,25,25,10
775719629F,2013-06-03 10:30,126,294,46.4,57,13.7,45,72,30
775719629F,2013-06-03 10:40,128,294,46.4,54.5,3.5,52,57,30
775719629F,2013-06-17 08:25,101,294,46.4,67,0,67,67,10
775719629F,2013-06-17 08:35,103,294,46.4,55,0,55,55,10
775719629F,2013-06-17 09:05,109,294,46.4,35,0,35,35,10
775719629F,2013-06-17 09:25,113,294,46.4,29,0,29,29,10
775719629F,2013-06-17 09:45,117,294,46.4,56,11.3,48,64,20
775719629F,2013-06-17 09:55,119,294,46.4,50,0,50,50,10
775719629F,2013-06-17 10:15,123,294,46.4,58,0,58,58,10
775719629F,2013-06-17 10:30,126,294,46.4,41,0,41,41,10
775719629F,2013-06-17 10:50,130,294,46.4,57,0,57,57,10
775719629F,2013-06-17 10:55,131,294,46.4,57,0,57,57,10
775719629F,2013-06-24 08:10,98,294,46.4,52.5,6.4,48,57,30
775719629F,2013-06-24 08:20,100,294,46.4,46.5,8.6,37,56,30
775719629F,2013-06-24 08:25,101,294,46.4,69,0,69,69,10
775719629F,2013-06-24 09:10,110,294,46.4,50.5,6.4,46,55,30
775719629F,2013-06-24 09:15,111,294,46.4,73,0,73,73,10
775719629F,2013-06-24 09:20,112,294,46.4,60,0,60,60,10
775719629F,2013-06-24 09:25,113,294,46.4,53,0,53,53,10
775719629F,2013-06-24 09:30,114,294,46.4,54,0,54,54,10
775719629F,2013-06-24 09:35,115,294,46.4,48,0,48,48,10
775719629F,2013-06-24 09:40,116,294,46.4,61.5,3.5,59,64,30
775719629F,2013-06-24 09:45,117,294,46.4,14.5,14.8,4,25,20
775719629F,2013-06-24 10:05,121,294,46.4,64,0,64,64,10
775719629F,2013-06-24 10:15,123,294,46.4,41,18.4,28,54,20
775719629F,2013-06-24 10:20,124,294,46.4,66.5,3.5,64,69,30
775719629F,2013-06-24 10:35,127,294,46.4,60,6.1,53,64,30
775719629F,2013-06-24 10:40,128,294,46.4,56,2.8,54,58,30
775719629F,2013-06-24 10:55,131,294,46.4,56.5,17.7,44,69,20
775719629F,2013-06-24 11:00,132,294,46.4,74,0,74,74,10
775719629F,2013-07-01 08:05,97,294,46.4,67.1,17.9,24,100,40
775719629F,2013-07-01 08:25,101,294,46.4,54,0,54,54,10
775719629F,2013-07-01 08:35,103,294,46.4,47,0,47,47,10
775719629F,2013-07-01 08:40,104,294,46.4,51,4.2,48,54,30
775719629F,2013-07-01 09:00,108,294,46.4,60,1.4,59,61,30
775719629F,2013-07-01 09:30,114,294,46.4,32,0,32,32,10
775719629F,2013-07-01 09:45,117,294,46.4,51.5,17.7,39,64,20
775719629F,2013-07-01 09:55,119,294,46.4,22,22.6,6,38,20
775719629F,2013-07-01 10:10,122,294,46.4,46,0,46,46,10
775719629F,2013-07-01 10:15,123,294,46.4,46.5,29,26,67,20
775719629F,2013-07-08 08:55,107,294,46.4,69.5,0.7,69,70,30
775719629F,2013-07-08 09:15,111,294,46.4,56,0,56,56,10
775719629F,2013-07-08 10:20,124,294,46.4,48,0,48,48,10
775719629F,2013-07-15 08:10,98,294,46.4,54.5,10.6,47,62,20
775719629F,2013-07-15 08:25,101,294,46.4,46,0,46,46,10
775719629F,2013-07-15 08:30,102,294,46.4,69,0,69,69,10
775719629F,2013-07-15 09:05,109,294,46.4,53.5,10.6,46,61,20
775719629F,2013-07-15 09:10,110,294,46.4,50.5,12,42,59,20
775719629F,2013-07-15 09:30,114,294,46.4,35,0,35,35,10
775719629F,2013-07-15 09:35,115,294,46.4,45,0,45,45,10
775719629F,2013-07-15 09:40,116,294,46.4,30.5,21,1,46,20
775719629F,2013-07-15 10:20,124,294,46.4,43,15.6,32,54,20
775719629F,2013-07-15 10:30,126,294,46.4,46,0,46,46,10
775719629F,2013-07-15 10:35,127,294,46.4,58.4,8.4,52,71,40
775719629F,2013-07-15 10:40,128,294,46.4,75,0,75,75,10
775719629F,2013-07-22 08:30,102,294,46.4,54,0,54,54,10
775719629F,2013-07-22 08:35,103,294,46.4,68.5,6.4,64,73,30
775719629F,2013-07-22 08:50,106,294,46.4,78,0,78,78,10
775719629F,2013-07-22 08:55,107,294,46.4,33,0,33,33,10
775719629F,2013-07-22 09:10,110,294,46.4,64,7.1,59,69,30
775719629F,2013-07-22 09:15,111,294,46.4,52,0,52,52,10
775719629F,2013-07-22 09:45,117,294,46.4,59.5,14.8,49,70,20
775719629F,2013-07-22 10:15,123,294,46.4,110,0,110,110,10
775719629F,2013-07-22 10:40,128,294,46.4,58,0,58,58,10
775719629F,2013-07-29 08:05,97,294,46.4,52,0,52,52,10
775719629F,2013-07-29 08:20,100,294,46.4,65,0,65,65,10
775719629F,2013-07-29 08:30,102,294,46.4,46,0,46,46,10
775719629F,2013-07-29 08:40,104,294,46.4,52,0,52,52,10
775719629F,2013-07-29 09:00,108,294,46.4,53,19.8,39,67,20
775719629F,2013-07-29 09:25,113,294,46.4,56,0,56,56,10
775719629F,2013-07-29 09:55,119,294,46.4,74,0,74,74,10
775719629F,2013-07-29 10:10,122,294,46.4,54,0,54,54,10
775719629F,2013-08-05 08:20,100,294,46.4,55,5.7,51,59,30
775719629F,2013-08-05 08:25,101,294,46.4,67,0,67,67,10
775719629F,2013-08-05 08:40,104,294,46.4,43.8,19.6,20,65,20
775719629F,2013-08-05 08:45,105,294,46.4,56,1.4,55,57,30
775719629F,2013-08-05 09:20,112,294,46.4,50,0,50,50,10
775719629F,2013-08-05 09:25,113,294,46.4,66.5,2.1,65,68,30
775719629F,2013-08-05 09:35,115,294,46.4,67,0,67,67,10
775719629F,2013-08-05 09:45,117,294,46.4,29,0,29,29,10
775719629F,2013-08-05 10:30,126,294,46.4,50.3,10.1,41,61,30
775719629F,2013-08-05 10:50,130,294,46.4,57,0,57,57,10
775719629F,2013-08-12 08:45,105,294,46.4,23.5,2.1,22,25,30
775719629F,2013-08-12 08:50,106,294,46.4,67,0,67,67,10
775719629F,2013-08-12 09:05,109,294,46.4,52,0,52,52,10
775719629F,2013-08-12 09:25,113,294,46.4,58.5,7.8,53,64,30
775719629F,2013-08-12 09:35,115,294,46.4,45,0,45,45,10
775719629F,2013-08-12 09:50,118,294,46.4,45.5,14.8,35,56,20
775719629F,2013-08-12 10:15,123,294,46.4,118,0,118,118,10
775719629F,2013-08-12 10:20,124,294,46.4,62,0,62,62,10
775719629F,2013-08-19 08:25,101,294,46.4,63.5,9.2,57,70,30
775719629F,2013-08-19 09:05,109,294,46.4,28.7,16.1,17,47,20
775719629F,2013-08-19 09:45,117,294,46.4,45,0,45,45,10
775719629F,2013-08-19 09:50,118,294,46.4,26,0,26,26,10
775719629F,2013-08-19 10:35,127,294,46.4,33.5,13.4,24,43,20
775719629F,2013-08-19 10:40,128,294,46.4,41.4,12,21,51,30
775719629F,2013-08-19 10:45,129,294,46.4,57,0,57,57,10
775719629F,2013-08-26 08:00,96,294,46.4,43.5,0.7,43,44,30
775719629F,2013-08-26 08:25,101,294,46.4,50,1.4,49,51,30
775719629F,2013-08-26 09:00,108,294,46.4,3,0,3,3,10
775719629F,2013-08-26 09:40,116,294,46.4,59,11.3,51,67,20
775719629F,2013-08-26 09:55,119,294,46.4,59,0,59,59,10
775719629F,2013-08-26 10:00,120,294,46.4,65,0,65,65,10
775719629F,2013-08-26 10:05,121,294,46.4,43,0,43,43,10
775719629F,2013-08-26 10:10,122,294,46.4,49,0,49,49,10
775719629F,2013-08-26 10:35,127,294,46.4,56,0,56,56,10
775719629F,2013-09-02 10:00,120,294,46.4,63,0,63,63,10
775719629F,2013-09-09 08:40,104,294,46.4,60.5,16.3,49,72,20
775719629F,2013-09-09 08:50,106,294,46.4,57,0,57,57,10
775719629F,2013-09-09 09:20,112,294,46.4,38,0,38,38,10
775719629F,2013-09-09 10:20,124,294,46.4,59.5,7.8,54,65,30
775719629F,2013-09-09 10:35,127,294,46.4,53,0,53,53,10
775719629F,2013-09-09 10:55,131,294,46.4,52,0,52,52,10
775719629F,2013-09-16 08:20,100,294,46.4,45,0,45,45,10
775719629F,2013-09-16 08:30,102,294,46.4,51,11.3,43,59,20
775719629F,2013-09-16 08:35,103,294,46.4,54,0,54,54,10
775719629F,2013-09-16 08:40,104,294,46.4,48.5,21.9,33,64,20
775719629F,2013-09-16 08:55,107,294,46.4,46.8,12.8,24,60,30
775719629F,2013-09-16 09:05,109,294,46.4,47.5,20.5,33,62,20
775719629F,2013-09-16 09:40,116,294,46.4,53,0,53,53,10
775719629F,2013-09-16 09:50,118,294,46.4,45,0,45,45,10
775719629F,2013-09-16 10:00,120,294,46.4,45,12.7,36,54,20
775719629F,2013-09-16 10:10,122,294,46.4,48,0,48,48,10
775719629F,2013-09-16 10:45,129,294,46.4,54,0,54,54,10
775719629F,2013-09-16 10:50,130,294,46.4,53,0,53,53,10
775719629F,2013-09-23 08:00,96,294,46.4,45,0,45,45,10
775719629F,2013-09-23 08:05,97,294,46.4,43,14,27,53,30
775719629F,2013-09-23 08:10,98,294,46.4,41.5,6.4,37,46,30
775719629F,2013-09-23 08:20,100,294,46.4,58,1.4,57,59,30
775719629F,2013-09-23 08:50,106,294,46.4,67,0,67,67,10
775719629F,2013-09-23 08:55,107,294,46.4,37,0,37,37,10
775719629F,2013-09-23 09:05,109,294,46.4,49,2.8,47,51,30
775719629F,2013-09-23 09:35,115,294,46.4,56,0,56,56,10
775719629F,2013-09-23 09:40,116,294,46.4,48,0,48,48,10
775719629F,2013-09-23 10:00,120,294,46.4,13.5,10.6,6,21,20
775719629F,2013-09-23 10:15,123,294,46.4,64,0,64,64,10
775719629F,2013-09-23 10:20,124,294,46.4,44,0,44,44,10
775719629F,2013-09-23 10:50,130,294,46.4,47,0,47,47,10
775719629F,2013-09-23 11:00,132,294,46.4,52,0,52,52,10
775719629F,2013-09-30 08:00,96,294,46.4,32,0,32,32,10
775719629F,2013-09-30 08:10,98,294,46.4,45,0,45,45,10
775719629F,2013-09-30 08:15,99,294,46.4,50,0,50,50,10
775719629F,2013-09-30 08:35,103,294,46.4,41,2.8,39,43,30
775719629F,2013-09-30 09:05,109,294,46.4,41,0,41,41,10
775719629F,2013-09-30 09:30,114,294,46.4,52,0,52,52,10
775719629F,2013-09-30 09:50,118,294,46.4,56,8,48,64,30
775719629F,2013-09-30 10:20,124,294,46.4,54,22.6,38,70,20
775719629F,2013-09-30 10:25,125,294,46.4,45.2,13.3,26,63,30
775719629F,2013-10-07 08:25,101,294,46.4,29.5,10.6,22,37,20
775719629F,2013-10-07 08:30,102,294,46.4,37.5,7.8,32,43,30
775719629F,2013-10-07 09:05,109,294,46.4,91,0,91,91,10
775719629F,2013-10-07 09:15,111,294,46.4,12,0,12,12,10
775719629F,2013-10-07 09:40,116,294,46.4,43,14.1,33,53,20
775719629F,2013-10-07 09:50,118,294,46.4,46,0,46,46,10
775719629F,2013-10-07 10:00,120,294,46.4,35.5,0.7,35,36,30
775719629F,2013-10-07 10:15,123,294,46.4,51.5,44.5,20,83,20
775719629F,2013-10-07 10:20,124,294,46.4,58,53.7,20,96,20
775719629F,2013-10-14 08:10,98,294,46.4,24,0,24,24,10
775719629F,2013-10-14 08:20,100,294,46.4,50,0,50,50,10
775719629F,2013-10-14 09:55,119,294,46.4,58,0,58,58,10
775719629F,2013-10-14 10:20,124,294,46.4,43,0,43,43,10
775719629F,2013-10-14 10:25,125,294,46.4,37,9.2,27,45,30
775719629F,2013-10-14 10:45,129,294,46.4,38,0,38,38,10
775719629F,2013-10-21 08:10,98,294,46.4,43,0,43,43,10
775719629F,2013-10-21 08:15,99,294,46.4,42.8,7.8,28,54,40
775719629F,2013-10-21 08:20,100,294,46.4,56,0,56,56,10
775719629F,2013-10-21 08:35,103,294,46.4,43,1.4,42,44,30
775719629F,2013-10-21 08:50,106,294,46.4,56,0,56,56,10
775719629F,2013-10-21 09:00,108,294,46.4,22.7,19.1,1,37,20
775719629F,2013-10-21 09:25,113,294,46.4,32.5,22.2,12,64,20
775719629F,2013-10-21 09:50,118,294,46.4,32,0,32,32,10
775719629F,2013-10-21 10:00,120,294,46.4,48,0,48,48,10
775719629F,2013-10-21 10:05,121,294,46.4,44.5,27.6,25,64,20
775719629F,2013-10-21 10:10,122,294,46.4,30,26.9,11,49,20
775719629F,2013-10-21 10:50,130,294,46.4,57,2,55,59,30
775719629F,2013-10-28 08:00,96,294,46.4,60,0,60,60,10
775719629F,2013-10-28 08:20,100,294,46.4,50.7,6.7,45,58,30
775719629F,2013-10-28 08:40,104,294,46.4,35,0,35,35,10
775719629F,2013-10-28 09:00,108,294,46.4,61,4.2,58,64,30
775719629F,2013-10-28 09:05,109,294,46.4,54.5,2.1,53,56,30
775719629F,2013-10-28 09:15,111,294,46.4,49,5.7,45,53,30
775719629F,2013-10-28 09:20,112,294,46.4,39,0,39,39,10
775719629F,2013-10-28 09:25,113,294,46.4,23.7,15,7,36,20
775719629F,2013-10-28 09:35,115,294,46.4,53,0,53,53,10
775719629F,2013-10-28 09:45,117,294,46.4,58,0,58,58,10
775719629F,2013-10-28 10:15,123,294,46.4,56.5,2.5,53,59,30
775719629F,2013-10-28 10:25,125,294,46.4,53,11.3,45,61,20
775719629F,2013-10-28 10:35,127,294,46.4,42,0,42,42,10
775719629F,2013-10-28 10:45,129,294,46.4,66.5,2.1,65,68,30
775719629F,2013-11-04 08:05,97,294,46.4,34.7,19.1,13,49,20
775719629F,2013-11-04 09:00,108,294,46.4,44,24,27,61,20
775719629F,2013-11-04 09:05,109,294,46.4,67,0,67,67,10
775719629F,2013-11-04 09:10,110,294,46.4,63,0,63,63,10
775719629F,2013-11-04 09:20,112,294,46.4,42,0,42,42,10
775719629F,2013-11-04 09:25,113,294,46.4,31,0,31,31,10
775719629F,2013-11-04 09:45,117,294,46.4,33,0,33,33,10
775719629F,2013-11-04 10:00,120,294,46.4,51,0,51,51,10
775719629F,2013-11-04 10:05,121,294,46.4,42,0,42,42,10
775719629F,2013-11-04 10:55,131,294,46.4,56,0,56,56,10
775719629F,2013-11-11 08:00,96,294,46.4,47,0,47,47,10
775719629F,2013-11-11 08:05,97,294,46.4,34,2.6,32,37,30
775719629F,2013-11-11 08:10,98,294,46.4,46.5,3.3,43,51,30
775719629F,2013-11-11 08:35,103,294,46.4,68,0,68,68,10
775719629F,2013-11-11 08:50,106,294,46.4,25,0,25,25,10
775719629F,2013-11-11 09:10,110,294,46.4,43.5,2.1,42,45,30
775719629F,2013-11-11 09:15,111,294,46.4,39.5,9.2,33,46,30
775719629F,2013-11-11 10:20,124,294,46.4,43,7.1,38,48,30
775719629F,2013-11-11 10:45,129,294,46.4,60,0,60,60,10
775719629F,2013-11-11 10:55,131,294,46.4,48,17.6,28,61,20
775719629F,2013-11-18 09:05,109,294,46.4,58.5,2.1,57,60,30
775719629F,2013-11-18 09:10,110,294,46.4,61,0,61,61,10
775719629F,2013-11-18 09:15,111,294,46.4,65,6.6,59,72,30
775719629F,2013-11-18 09:35,115,294,46.4,55,19.8,41,69,20
