LINK_DIR,MEAN_ALL,PcntSpeed_85thAll,PcntSpeed_5thAll,TotalIntervals_85thAll,PcntInterval_85thAll,StdDev_85thAll,MEAN_Wkd,PcntSpeed_85thWd,PcntSpeed_5thWd,TotalIntervals_85thWd,PcntInterval_85thWd,StdDev_85thWd,MEAN_WEnd,PcntSpeed_85thWend,TotalIntervals_85thWend,PcntInterval_85thWend,StdDev_85thWend,MEAN_Wdtime,PcntSpeed_60thWdtime,PcntSpeed_85thWdtime,PcntSpeed_5thWdtime,TotalIntervals_Wdtime,PcntInterval_Wdtime,StdDev_Wdtime,MEAN_WkdAM,PcntSpeed_5thWdayAM,AvgSpeed_WdayAM,TotalIntervals_WdayAM,PcntInterval_WdayAM,StdDev_WdayAM,MEAN_WkdMD,PcntSpeed_5thWdayMD,AvgSpeed_WdayMD,TotalIntervals_WdayMD,PcntInterval_WdayMD,StdDev_WdayMD,MEAN_WkdPM,PcntSpeed_5thWdayPM,AvgSpeed_WdayPM,TotalIntervals_WdayPM,PcntInterval_WdayPM,StdDev_WdayPM,TTI_SL_AM,PTI_SL_AM,TTI_85thALL_AM,PTI_85thALL_AM,BTI_AM,TTI_SL_MD,PTI_SL_MD,TTI_85thAll_MD,PTI_85thAll_MD,BTI_MD,TTI_SL_PM,PTI_SL_PM,TTI_85thAll_PM,PTI_85thAll_PM,BTI_PM,TTI_85thWd_AM,PTI_85thWd_AM,TTI_85thWd_MD,PTI_85thWd_MD,TTI_85thWd_PM,PTI_85thWd_PM,TTI_60thWdtime_AM,PTI_60thWdtime_AM,TTI_85thWdtime_AM,PTI_85thWdtime_AM,TTI_60thWdtime_MD,PTI_60thWdtime_MD,TTI_85thWdtime_MD,PTI_85thWdtime_MD,TTI_60thWdtime_PM,PTI_60thWdtime_PM,TTI_85thWdtime_PM,PTI_85thWdtime_PM
918450072F,34.941,45.355,17.396,9084,8.642,9.942,34.7,44.734,17.396,7744,10.586,9.894,36.177,45.976,1255,4.19,10.041,34.53,37.899,44.734,17.396,7222,16.924,9.89,34.286,18.639,34.286,1170,12.795,9.619,35.401,18.018,35.401,3678,20.112,9.484,33.058,14.911,33.058,1850,20.232,10.615,1.298,2.4,1.298,2.4,0.848,1.26,2.483,1.277,2.517,0.971,1.335,2.88,1.316,2.84,1.158,1.305,2.4,1.281,2.517,1.334,2.958,1.069,1.967,1.305,2.4,1.088,2.138,1.281,2.517,1.113,2.467,1.334,2.958
918450073F,36.988,47.219,19.882,9741,9.267,9.828,36.775,46.598,19.882,8279,11.318,9.754,38.197,48.461,1364,4.554,10.115,36.557,39.763,46.598,19.882,7722,18.096,9.737,35.614,19.26,35.614,1271,13.9,10.451,37.916,22.367,37.916,3935,21.517,9.064,34.662,17.396,34.662,1965,21.49,10.161,1.246,2.286,1.315,2.413,0.835,1.181,2.057,1.247,2.171,0.742,1.274,2.572,1.291,2.607,1.019,1.308,2.419,1.245,2.111,1.291,2.572,1.082,2.0,1.308,2.419,1.081,1.833,1.245,2.111,1.093,2.179,1.291,2.572
924629903T,39.316,47.84,24.852,11479,10.92,8.402,39.162,47.219,24.852,9889,13.518,8.312,40.211,49.083,1467,4.898,8.959,38.862,41.627,47.219,24.852,9101,21.328,8.265,38.641,23.609,38.641,1580,17.279,8.847,39.2,26.095,39.2,4781,26.143,7.77,37.78,23.609,37.78,2194,23.994,8.707,1.156,1.92,1.236,2.053,0.661,1.141,1.714,1.204,1.81,0.503,1.172,1.846,1.237,1.949,0.575,1.23,2.013,1.189,1.786,1.233,1.974,1.085,1.776,1.23,2.013,1.062,1.595,1.189,1.786,1.069,1.711,1.233,1.974
924629904T,39.476,48.461,24.231,11765,11.192,9.024,39.287,47.84,24.231,10107,13.816,8.946,40.621,49.704,1524,5.088,9.41,38.957,42.248,47.84,23.609,9317,21.834,8.931,39.871,25.473,39.871,1653,18.077,8.06,39.779,24.852,39.779,4837,26.449,8.454,36.391,19.882,36.391,2256,24.672,9.798,1.119,1.756,1.203,1.888,0.569,1.123,1.8,1.217,1.95,0.603,1.21,2.182,1.277,2.303,0.804,1.2,1.878,1.203,1.925,1.28,2.344,1.075,1.683,1.2,1.878,1.078,1.725,1.203,1.925,1.093,2.0,1.28,2.344
924629905F,40.847,49.083,26.095,10682,10.162,8.701,40.67,48.461,26.095,9236,12.626,8.521,41.974,50.947,1339,4.47,9.707,40.388,43.491,48.461,26.095,8508,19.938,8.471,40.13,25.473,40.13,1483,16.218,8.497,40.814,27.337,40.814,4489,24.546,7.884,39.169,24.852,39.169,2027,22.168,9.1,1.114,1.756,1.206,1.902,0.577,1.094,1.636,1.185,1.773,0.496,1.128,1.8,1.222,1.95,0.596,1.208,1.902,1.187,1.773,1.221,1.925,1.068,1.683,1.208,1.902,1.066,1.591,1.187,1.773,1.079,1.7,1.221,1.925
924629910F,38.336,46.908,21.746,12172,11.579,8.954,38.359,46.598,22.367,10448,14.283,8.828,38.035,47.405,1595,5.325,9.683,38.51,42.248,47.219,21.435,8922,20.908,9.028,36.692,18.639,36.692,1673,18.296,9.852,39.558,25.473,39.558,4455,24.36,8.134,38.0,18.639,38.0,2112,23.097,10.059,1.212,2.323,1.279,2.452,0.916,1.14,1.846,1.203,1.949,0.62,1.176,2.4,1.241,2.533,1.041,1.27,2.5,1.194,1.854,1.234,2.517,1.101,2.167,1.27,2.5,1.068,1.659,1.194,1.854,1.128,2.3,1.234,2.517
924629911F,40.636,47.84,26.095,12322,11.722,8.011,40.537,47.84,26.095,10590,14.477,7.932,41.203,49.083,1602,5.349,8.411,40.531,43.491,47.84,25.473,9055,21.22,8.153,39.989,24.231,39.989,1647,18.012,8.646,41.12,27.337,41.12,4517,24.699,7.553,40.043,22.367,40.043,2200,24.059,8.925,1.113,1.8,1.205,1.95,0.618,1.089,1.636,1.165,1.75,0.502,1.112,2.0,1.186,2.133,0.798,1.212,2.0,1.163,1.75,1.179,2.111,1.072,1.769,1.212,2.0,1.065,1.602,1.163,1.75,1.086,1.944,1.179,2.111
924629912T,41.1,48.461,25.473,11359,10.806,8.972,40.901,47.84,26.095,9808,13.408,8.669,42.224,50.947,1436,4.794,10.68,41.057,44.112,48.461,24.852,8360,19.591,8.866,39.93,23.609,39.93,1550,16.951,9.167,41.679,27.958,41.679,4213,23.037,8.161,40.804,20.503,40.804,1971,21.555,9.879,1.114,1.895,1.222,2.079,0.701,1.073,1.636,1.162,1.773,0.526,1.09,2.118,1.181,2.294,0.943,1.214,2.053,1.163,1.733,1.172,2.333,1.074,1.816,1.214,2.053,1.058,1.578,1.163,1.733,1.081,2.151,1.172,2.333
997244940T,43.032,51.568,25.473,5861,5.576,9.352,42.433,51.568,24.852,5057,6.913,9.34,46.981,54.053,747,2.494,8.428,41.938,45.355,50.947,24.852,4620,10.827,9.303,41.489,22.988,41.489,794,8.683,10.04,43.215,28.58,43.215,2105,11.51,8.42,40.037,22.367,40.037,1477,16.153,9.882,1.181,2.105,1.211,2.158,0.783,1.137,1.739,1.18,1.804,0.53,1.219,2.222,1.234,2.25,0.823,1.213,2.189,1.193,1.804,1.241,2.222,1.093,1.973,1.213,2.189,1.071,1.62,1.193,1.804,1.102,1.972,1.241,2.222
997244941T,42.941,52.189,21.746,5977,5.686,10.578,42.402,52.189,21.124,5160,7.054,10.592,46.555,54.674,757,2.527,9.742,41.797,45.976,51.568,20.503,4709,11.035,10.649,40.473,14.29,40.473,791,8.65,12.364,43.326,24.852,43.326,2151,11.762,9.367,40.053,18.328,40.053,1514,16.557,11.16,1.205,3.2,1.251,3.32,1.655,1.14,2.0,1.197,2.1,0.755,1.218,2.667,1.248,2.733,1.19,1.274,3.609,1.19,2.075,1.256,2.746,1.136,3.217,1.274,3.609,1.09,1.9,1.19,2.075,1.101,2.407,1.256,2.746
997244942F,44.157,52.81,27.958,6651,6.327,9.061,43.466,52.189,27.337,5744,7.852,9.03,48.447,55.731,853,2.848,7.991,43.196,46.598,51.568,27.337,5372,12.589,9.053,41.701,25.349,41.701,1370,14.983,9.672,44.552,30.444,44.552,2527,13.818,7.797,41.72,23.609,41.72,1216,13.298,10.399,1.174,1.951,1.233,2.049,0.662,1.101,1.6,1.17,1.7,0.453,1.166,2.051,1.224,2.154,0.759,1.222,2.01,1.171,1.714,1.236,2.184,1.088,1.789,1.222,2.01,1.056,1.545,1.171,1.714,1.102,1.947,1.236,2.184
997244943F,43.891,52.189,27.337,6850,6.516,9.152,43.384,51.879,26.716,5907,8.075,9.127,47.128,54.674,882,2.945,8.54,43.196,46.598,51.568,26.095,5519,12.934,9.15,43.341,27.337,43.341,1370,14.983,9.072,44.057,28.89,44.057,2600,14.217,8.299,41.139,21.746,41.139,1267,13.856,10.567,1.137,1.818,1.194,1.909,0.599,1.118,1.702,1.174,1.787,0.523,1.182,2.222,1.242,2.333,0.879,1.204,1.909,1.17,1.785,1.254,2.371,1.075,1.705,1.204,1.909,1.058,1.613,1.17,1.785,1.102,2.086,1.254,2.371
998969850F,34.242,42.87,18.018,3155,3.001,9.419,33.964,42.87,18.018,2799,3.826,9.208,36.202,46.598,330,1.102,10.716,33.293,36.035,41.627,18.018,2587,6.063,8.925,33.838,18.018,33.838,440,4.812,8.687,34.014,18.639,34.014,1367,7.475,8.647,31.642,16.775,31.642,651,7.119,9.316,1.309,2.4,1.255,2.3,0.833,1.311,2.483,1.238,2.345,0.894,1.393,2.769,1.277,2.538,0.988,1.249,2.345,1.242,2.267,1.276,2.407,1.083,2.034,1.249,2.345,1.078,1.967,1.242,2.267,1.08,2.037,1.276,2.407
998969850T,31.05,41.627,13.669,3003,2.857,10.012,31.093,41.627,13.669,2717,3.714,9.795,30.78,42.87,258,0.861,11.804,30.581,33.55,41.006,13.669,2472,5.793,9.784,33.098,16.775,33.098,563,6.157,9.222,30.463,13.669,30.463,1289,7.048,9.565,28.392,11.183,28.392,496,5.424,10.15,1.344,2.667,1.288,2.556,0.984,1.485,3.6,1.341,3.25,1.424,1.564,4.0,1.39,3.556,1.557,1.276,2.519,1.326,2.954,1.379,3.5,1.07,2.111,1.276,2.519,1.101,2.454,1.326,2.954,1.072,2.722,1.379,3.5
998969851F,40.628,49.083,26.095,3213,3.057,8.606,40.104,48.461,26.095,2859,3.908,8.451,44.786,52.81,328,1.095,8.677,39.455,41.627,47.84,25.473,2640,6.187,8.206,39.701,26.095,39.701,446,4.878,8.296,39.86,26.095,39.86,1404,7.677,8.005,38.218,24.231,38.218,653,7.141,8.48,1.379,2.07,1.217,1.826,0.5,1.375,2.119,1.2,1.85,0.541,1.419,2.171,1.227,1.878,0.53,1.205,1.833,1.2,1.833,1.219,1.923,1.064,1.619,1.205,1.833,1.06,1.619,1.2,1.833,1.057,1.667,1.219,1.923
998969851T,39.301,48.461,23.609,3002,2.856,9.082,38.878,47.84,23.609,2708,3.702,8.923,43.397,51.568,264,0.881,9.595,38.521,41.627,47.84,22.988,2457,5.758,9.029,39.321,25.473,39.321,565,6.179,8.333,38.51,22.367,38.51,1279,6.994,8.915,37.553,22.988,37.553,495,5.413,9.749,1.392,2.145,1.205,1.855,0.54,1.427,2.472,1.235,2.139,0.732,1.445,2.405,1.267,2.108,0.664,1.217,1.878,1.226,2.111,1.274,2.081,1.059,1.634,1.217,1.878,1.081,1.861,1.226,2.111,1.075,1.757,1.274,2.081
